	Package	Version
5885	Paneldata	1
5886	panelvar	0.5.2
5887	panelView	1.1.2
5888	PanJen	1.6
5889	papayar	1
5890	papeR	1.0-5
5891	paperplanes	0.0.1.9
5892	parade	0.1
5893	parallel	4.1.3
5894	parallelDist	0.2.4
5895	parallelly	1.32.1
5896	parallelMap	1.5.1
5897	parallelML	1.2
5898	ParallelPC	1.2
5899	parallelSVM	0.1-9
5900	parameters	0.19.0
5901	ParamHelpers	1.14
5902	paramlink	1.1-2
5903	params	0.6.1
5904	paramtest	0.1.0
5905	paran	1.5.2
5906	parboost	0.1.4
5907	parcoords	1.0.0
5908	ParDNAcopy	2
5909	ParetoPosStable	1.1
5910	parfm	2.7.6
5911	parma	1.5-3
5912	parmigene	1.1.0
5913	parmsurvfit	0.1.0
5914	parsec	1.2.3
5915	parsedate	1.3.1
5916	parsnip	1.0.2
5917	PartCensReg	1.39
5918	partDSA	0.9.14
5919	Partiallyoverlapping	2
5920	partialOR	0.9
5921	particles	0.2.2
5922	partitionBEFsp	1
5923	partitionComparison	0.2.5
5924	partitionMap	0.5
5925	partitionMetric	1.1
5926	partitions	1.10-7
5927	partools	1.1.6
5928	party	1.3-11
5929	partykit	1.2-16
5930	parviol	1.1
5931	PAS	1.2.5
5932	PASenseWear	1
5933	pass.lme	0.9.0
5934	passport	0.3.0
5935	password	1.0-0
5936	pastecs	1.3.21
5937	pastis	0.1-2
5938	PASWR	1.1
5939	PASWR2	1.0.2
5940	patchSynctex	0.1-4
5941	patchwork	1.1.2
5942	patentsview	0.2.2
5943	pathlibr	0.1.0
5944	pathmapping	1.0.2
5945	PathSelectMP	1.1
5946	patPRO	1.1.0
5947	patternator	0.1.0
5948	PAutilities	1.0.1
5949	pauwels2014	1
5950	pawacc	1.2.2
5951	PAWL	0.5
5952	pbapply	1.5-0
5953	pbatR	2.2-13
5954	PBD	1.4
5955	pbdRPC	0.2-1
5956	pbdZMQ	0.3-3.1
5957	PBIBD	1.3
5958	PBImisc	1
5959	pbivnorm	0.6.0
5960	pbkrtest	0.5.1
5961	pbm	1.1.0
5962	pbmcapply	1.5.0
5963	PBNPA	0.0.3
5964	pbo	1.3.4
5965	pBrackets	1
5966	PBRF	1.0.0
5967	pbs	1.1
5968	PBSadmb	1.1.4
5969	PBSddesolve	1.12.6
5970	PBSmapping	2.72.1
5971	PBSmodelling	2.68.8
5972	pbv	0.4-22
5973	PCA4TS	0.1
5974	PCA4you	1.2.4
5975	pcaBootPlot	0.2.0
5976	PCADSC	0.8.0
5977	pcalg	2.7-0
5978	pcaMethods	1.86.0
5979	PCAmixdata	3.1
5980	pcaPP	2.0-3
5981	PCDimension	1.1.11
5982	PCDSpline	1
5983	pcensmix	1.2-1
5984	pcev	2.2.2
5985	PCFAM	1
5986	pcg	1.1
5987	pcgen	0.2.0
5988	PCICt	0.5-4.1
5989	pcIRT	0.2.4
5990	pco	1.0.1
5991	PCovR	2.7
5992	PCS	1.2
5993	pcse	1.9.1.1
5994	PCSinR	0.1.0
5995	pdc	1.0.3
5996	pdfCluster	1.0-3
5997	PDFEstimator	0.1-3
5998	pdfetch	0.2.4
5999	pdfsearch	0.3.0
6000	pdftables	0.1
6001	pdftools	2.3.1
6002	pdist	1.2.1
6003	PDM	0.1
6004	pdmod	1.0.1
6005	PDN	0.1.0
6006	pdp	0.7.0
6007	PdPDB	2.0.1
6008	PDQutils	0.1.6
6009	pdR	1.7
6010	pds3	0.5.0
6011	PDSCE	1.2
6012	PDShiny	0.1.0
6013	Peacock.test	1
6014	peacots	1.3
6015	PeakError	2021.7.1
6016	peakPick	0.11
6017	peakRAM	1.0.2
6018	PeakSegDP	2017.08.15
6019	PeakSegJoint	2018.10.3
6020	PeakSegOptimal	2018.05.25
6021	PearsonDS	1.1
6022	PearsonICA	1.2-4
6023	PedCNV	0.1
6024	pedigree	1.4
6025	pedigreemm	0.3-3
6026	pedigreeTools	0.1
6027	pedometrics	0.7.0
6028	pegas	1.1
6029	PEGroupTesting	1
6030	PEMM	1
6031	pems.utils	0.2.26.4
6032	penalized	0.9-52
6033	penalizedLDA	1.1
6034	penalizedSVM	1.1.2
6035	penaltyLearning	2020.5.13
6036	pencopulaCond	0.2
6037	PenCoxFrail	1.0.1
6038	pendensity	0.2.13
6039	penDvine	0.2.4
6040	penMSM	0.99
6041	peperr	1.1-7.1
6042	PepSAVIms	0.9.1
6043	peptider	0.2.2
6044	pequod	0.0-5
6045	perARMA	1.6
6046	perccal	1
6047	PerFit	1.4.3
6048	PerfMeas	1.2.1
6049	performance	0.10.0
6050	PerformanceAnalytics	2.0.4
6051	performanceEstimation	1.1.0
6052	pergola	1
6053	peRiodiCS	0.5.0
6054	PeriodicTable	0.1.2
6055	perm	1.0-0.0
6056	PermAlgo	1.1
6057	PerMallows	1.13
6058	permGS	0.2.5
6059	permPATH	1.1
6060	permute	0.9-7
6061	permutes	1
6062	perry	0.2.0
6063	PerseusR	0.3.4
6064	persiandictionary	1
6065	PersianStemmer	1
6066	PersomicsArray	1
6067	personograph	0.1.3
6068	perspectev	1.1
6069	peRspective	0.1.0
6070	perturb	2.05
6071	perturbR	0.1.3
6072	pesel	0.7.3
6073	petitr	1
6074	petrinetR	0.2.1
6075	petro.One	0.2.3
6076	pfa	1.1
6077	pgam	0.4.15
6078	pgdraw	1.1
6079	PGEE	1.5
6080	pgee.mixed	0.1.0
6081	pgirmess	1.6.9
6082	pGLS	0.0-1
6083	PGM2	1.0-1
6084	pGMGM	1
6085	pgnorm	2
6086	pGPx	0.1.1
6087	pgsc	1.0.0
6088	ph2bayes	0.0.2
6089	ph2bye	0.1.4
6090	ph2mult	0.1.1
6091	phangorn	2.10.0
6092	PharmPow	1
6093	Phase123	2.1
6094	phd	0.1
6095	pheatmap	1.0.12
6096	phenability	2
6097	phenex	1.4-5
6098	PHENIX	1.3.1
6099	phenmod	1.2-3
6100	phenModel	1
6101	pheno	1.6
6102	phenoCDM	0.1.3
6103	phenomap	1.2.1
6104	PhenotypeSimulator	0.3.3
6105	PHeval	0.5.4
6106	phia	0.2-1
6107	phiDelta	1.0.1
6108	phonenumber	0.2.2
6109	phonR	1.0-7
6110	phonTools	0.2-2.1
6111	photobiology	0.10.14
6112	photobiologyLamps	0.4.3
6113	photobiologyLEDs	0.4.3-1
6114	photobiologyPlants	0.4.2
6115	photobiologySun	0.4.1
6116	photobiologyWavebands	0.4.4
6117	phuassess	1.1
6118	Phxnlme	1.0.0
6119	phyext2	0.0.4
6120	phylobase	0.8.10
6121	phylocanvas	0.1.3
6122	phyloclim	0.9.5
6123	phylogram	2.1.0
6124	phyloland	1.3
6125	PhyloMeasures	2.1
6126	phylometrics	0.0.1
6127	phyloseq	1.38.0
6128	phylotate	1.3
6129	phylotools	0.2.2
6130	phyloTop	2.1.1
6131	phyreg	1.0.2
6132	PhysicalActivity	0.2-2
6133	physiology	1.2.1
6134	PhySortR	1.0.8
6135	phytools	1.2-0
6136	phytotools	1
6137	picante	1.8.2
6138	picasso	1.3.1
6139	pid	0.5
6140	PieceExpIntensity	1.0.4
6141	PIGShift	1.0.1
6142	pillar	1.8.1
6143	pinbasic	1.2.2
6144	pingers	0.1.1
6145	pingr	2.0.2
6146	pinnacle.API	2.3.3
6147	pinnacle.data	0.1.4
6148	pinochet	0.1.0
6149	pinyin	1.1.6
6150	pipe.design	0.5.1
6151	pipefittr	0.1.2
6152	pipeGS	0.4
6153	pipeliner	0.1.1
6154	pipeR	0.6.1.3
6155	PIPS	1.0.1
6156	pirate	1.0.0
6157	piratings	0.1.9
6158	pitchRx	1.8.2
6159	pivotaltrackR	0.1.0
6160	pixiedust	0.9.0
6161	pixmap	0.4-12
6162	PK	1.3-5
6163	pkgbuild	1.3.1
6164	pkgcond	0.1.0
6165	pkgconfig	2.0.3
6166	pkgdown	2.0.6
6167	pkggraph	0.2.3
6168	pkgKitten	0.2.0
6169	pkgload	1.3.1
6170	pkgmaker	0.32.2
6171	pkgverse	0.0.1
6172	PKI	0.1-7
6173	pkmon	1
6174	PKNCA	0.9.4
6175	PKPDmodels	0.3.2
6176	pkr	0.1.2
6177	PKreport	1.5
6178	pks	0.4-1
6179	pKSEA	0.0.1
6180	plac	0.1.1
6181	plan	0.4-3
6182	planar	1.6
6183	Planesmuestra	0.1
6184	planets	0.1.0
6185	plantecophys	1.4-4
6186	plaqr	2
6187	Plasmidprofiler	0.1.6
6188	Plasmode	0.1.0
6189	plde	0.1.2
6190	pleio	1.6
6191	plfm	2.2.2
6192	plgp	1.1-12
6193	plink	1.5-1
6194	PLIS	1.1
6195	plm	2.2-5
6196	PLmixed	0.1.4
6197	plmm	0.1-1
6198	plogr	0.2.0
6199	PLordprob	1.1
6200	plot3D	1.4
6201	plot3Drgl	1.0.1
6202	PlotContour	0.1.0
6203	plotKML	0.6-1
6204	plotluck	1.1.1
6205	plotly	4.10.1
6206	plotlyGeoAssets	0.0.2
6207	plotMElm	0.1.5
6208	plotmo	3.6.2
6209	plotpc	1.0.4
6210	PlotPrjNetworks	1.0.0
6211	plotprotein	1
6212	PlotRegionHighlighter	1
6213	plotrix	3.8-2
6214	plotROC	2.2.1
6215	plotrr	1.0.0
6216	plotscale	0.1.6
6217	plotSEMM	2.4
6218	plotwidgets	0.4
6219	plRasch	1
6220	PLRModels	1.1
6221	pls	2.8-1
6222	PLSbiplot1	0.1
6223	plsdepot	0.1.17
6224	plsdof	0.2-9
6225	plsgenomics	1.5-2
6226	plsr	0.0.1
6227	plsRbeta	0.2.5
6228	plsRcox	1.7.4
6229	plsRglm	1.2.5
6230	pltesim	1
6231	plugdensity	0.8-3
6232	plumbr	0.6.9
6233	plus	1
6234	pluscode	0.1.0
6235	plusser	0.4-0
6236	plyr	1.8.7
6237	PMA	1.2.1
6238	pmc	1.0.3
6239	pmcgd	1.1
6240	PMCMR	4.3
6241	PMCMRplus	1.7.1
6242	pmhtutorial	1.5
6243	pmml	2.3.1
6244	pmmlTransformations	1.3.3
6245	pmr	1.2.5
6246	png	0.1-7
6247	pnmtrem	1.3
6248	pnn	1.0.1
6249	PoA	1.2.1
6250	POCRE	0.5.0
6251	pocrm	0.12
6252	POET	2
6253	pogit	1.2.0
6254	PogromcyDanych	1.5
6255	poibin	1.5
6256	PoiClaClu	1.0.2.1
6257	poilog	0.4
6258	POINT	1.1
6259	pointdensityP	0.3.4
6260	PointFore	0.2.0
6261	pointRes	1.1.3
6262	poisDoubleSamp	1.1
6263	PoisNonNor	1.6.2
6264	PoisNor	1.3.2
6265	poisson	1
6266	poisson.glm.mix	1.2
6267	poissonMT	0.3-5
6268	PoissonPCA	1.0.2
6269	PoissonSeq	1.1.2
6270	poistweedie	1
6271	poker	0.8.8
6272	poLCA	1.4.1
6273	politicaldata	0.1.3
6274	pollimetry	1.0.1
6275	pollstR	2.0.1
6276	polspline	1.1.20
6277	polyaAeppli	2
6278	polyclip	1.10-4
6279	polycor	0.7-10
6280	polyCub	0.7.1
6281	polyfreqs	1.0.2
6282	polynom	1.4-1
6283	PolynomF	2.0-3
6284	PolyPatEx	0.9.2
6285	polypoly	0.0.2
6286	polyreg	0.8.0
6287	polysat	1.7-7
6288	polySegratio	0.2-5
6289	polySegratioMM	0.6-4
6290	PolyTrend	1.2
6291	polywog	0.4-1
6292	pom	1.1
6293	POMaSPU	1.0.0
6294	Pomic	1.0.4
6295	pompom	0.2.0
6296	pooh	0.3-2
6297	PooledMeanGroup	1
6298	pop	0.1
6299	popdemo	1.3-0
6300	POPdemog	1.0.3
6301	PopED	0.5.0
6302	PopGenKit	1
6303	PopGenReport	3.0.4
6304	popKorn	0.3-0
6305	poppr	2.9.3
6306	popprxl	0.1.4
6307	poptrend	0.1.0
6308	populationPDXdesign	1.0.3
6309	PopVar	1.2.1
6310	portfolio.optimization	1.0-0
6311	PortfolioAnalytics	1.1.0
6312	PortfolioEffectEstim	1.4
6313	PortfolioEffectHFT	1.8
6314	PortRisk	1.1.0
6315	portsort	0.1.0
6316	PostcodesioR	0.1.1
6317	posterior	1.3.1
6318	postinfectious	0.1.0
6319	postlightmercury	1.2
6320	POT	1.1-7
6321	PottsUtils	0.3-3
6322	powdist	0.1.4
6323	PoweR	1.0.7
6324	Power2Stage	0.5.2
6325	powerAnalysis	0.2.1
6326	powerbydesign	1.0.4
6327	powerCompRisk	1.0.1
6328	powerGWASinteraction	1.1.3
6329	poweRlaw	0.70.6
6330	powerlmm	0.4.0
6331	PowerNormal	1.2.0
6332	powerpkg	1.5
6333	powerplus	3.1
6334	powerSurvEpi	0.1.0
6335	PowerTOST	1.5-2
6336	PowerUpR	1.0.4
6337	PP	0.6.2
6338	PP3	1.2
6339	ppcor	1.1
6340	ppcSpatial	0.2.0
6341	PPforest	0.1.1
6342	ppgmmga	1.2
6343	ppmlasso	1.1
6344	PPMR	1
6345	PPRL	0.3.5.2
6346	pps	0.94
6347	ppsbm	0.2.2
6348	PPtree	2.3.0
6349	pqantimalarials	0.2
6350	prabclus	2.3-2
6351	pracma	2.4.2
6352	pragma	0.1.3
6353	prais	1.1.1
6354	praise	1.0.0
6355	praktikum	0.1
6356	prclust	1.3
6357	precintcon	2.3.0
6358	prediction	0.3.14
6359	predictionInterval	1.0.0
6360	PredictiveRegression	0.1-4
6361	predmixcor	1.1-1
6362	PredPsych	0.4
6363	prefeR	0.1.1
6364	prefmod	0.8-34
6365	PreKnitPostHTMLRender	0.1.0
6366	prepdat	1.0.8
6367	prepplot	0.7
6368	PreProcess	3.1.7
6369	preprocessCore	1.56.0
6370	PREPShiny	0.1.0
6371	PresenceAbsence	1.1.9
6372	preseqR	4.0.0
6373	prettyB	0.2.1
6374	prettycode	1.1.0
6375	prettydoc	0.4.0
6376	prettyGraphs	2.1.6
6377	prettymapr	0.2.2
6378	prettyR	2.2-3
6379	prettyunits	1.1.1
6380	prevalence	0.4.0
6381	prevederer	0.0.1
6382	prevtoinc	0.12.0
6383	pRF	1.2
6384	pricesensitivitymeter	1.1.1
6385	prim	1.0.19
6386	primefactr	0.1.1
6387	primePCA	1
6388	princurve	2.1.6
6389	prinsimp	0.8-8
6390	printr	0.1
6391	PriorCD	0.1.0
6392	PriorGen	1.1.2
6393	PRISMA	0.2-7
6394	PRISMAstatement	1.1.1
6395	prisonbrief	0.1.0
6396	prithulib	1.0.2
6397	PrivateLR	1.2-22
6398	prLogistic	1.2
6399	pro	0.1.1
6400	prob	1.0.1
6401	probemod	0.2.1
6402	probFDA	1.0.1
6403	ProbForecastGOP	1.3.2
6404	probout	1.1.1
6405	PROBShiny	0.1.0
6406	ProbYX	1.1-0
6407	pROC	1.18.0
6408	proccalibrad	0.14
6409	processmonitR	0.1.0
6410	processx	3.8.0
6411	ProDenICA	1
6412	prodest	1.0.1
6413	prodigenr	0.5.0
6414	prodlim	2019.11.13
6415	productivity	1.1.0
6416	productplots	0.1.1
6417	prof.tree	0.1.0
6418	ProfileLikelihood	1.1
6419	profileModel	0.6.1
6420	profileR	0.3-5
6421	profmem	0.5.0
6422	profr	0.3.3
6423	proftools	0.99-3
6424	profvis	0.3.7
6425	progenyClust	1.2
6426	prognosticROC	0.7
6427	progress	1.2.2
6428	progressr	0.11.0
6429	PROJ	0.4.0
6430	proj4	1.0-11
6431	projmgr	0.1.0
6432	projpred	2.0.2
6433	ProliferativeIndex	1.0.1
6434	pRoloc	1.34.0
6435	pRolocdata	1.32.0
6436	PROMETHEE	1.1
6437	promises	1.2.0.1
6438	promote	1.1.1
6439	prop.comb.RR	1.2
6440	propagate	1.0-6
6441	PropCIs	0.3-0
6442	PropClust	1.4-6
6443	properties	0.0-9
6444	proportion	2.0.0
6445	propOverlap	1
6446	PropScrRand	1.1
6447	proPubBills	0.1
6448	PROscorer	0.0.1
6449	PROscorerTools	0.0.1
6450	protag	1.0.0
6451	ProteinDescriptors	0.1.0
6452	proteomicdesign	2
6453	ProtGenerics	1.26.0
6454	proto	1.0.0
6455	protoclass	1
6456	protoclust	1.6.3
6457	PROTOLIDAR	0.1
6458	protolite	2.1
6459	proton	1
6460	prototest	1.2
6461	protr	1.6-2
6462	proustr	0.4.0
6463	proxy	0.4-27
6464	proxyC	0.1.5
6465	prozor	0.2.11
6466	PRROC	1.3.1
6467	pRSR	3.1.1
6468	pryr	0.1.5
6469	Przewodnik	0.16.12
6470	ps	1.7.2
6471	PSAgraphics	2.1.1
6472	psbcGroup	1.4
6473	PSCBS	0.65.0
6474	pscl	1.5.5
6475	pscore	0.1-2
6476	psData	0.2.2
6477	pse	0.4.7
6478	pseval	1.3.1
6479	PSF	0.4
6480	PSLM2015	0.2.0
6481	pso	1.0.3
6482	psoptim	1
6483	pspearman	0.3-0
6484	pspline	1.0-18
6485	pssm	1.1
6486	Pstat	1.2
6487	pstest	0.1.3.900
6488	PsumtSim	0.4
6489	PSW	1.1-3
6490	psy	1.1
6491	psych	2.2.9
6492	psycho	0.5.0
6493	psychometric	2.2
6494	psychotools	0.6-0
6495	PsyControl	1.0.0.0
6496	psymonitor	0.0.2
6497	PTAk	1.3-34
6498	PTE	1.7
6499	pterrace	1
6500	ptest	1.0-8
6501	ptinpoly	2.8
6502	PtProcess	3.3-13
6503	ptsuite	1.0.0
6504	ptw	1.9-15
6505	ptwikiwords	0.0.3
6506	ptycho	1.1-4
6507	PubBias	1
6508	Publish	2020.11.30
6509	pubmed.mineR	1.0.16
6510	PubMedWordcloud	0.3.6
6511	PUlasso	3.2.3
6512	pullword	0.2
6513	pulseTD	0.1.0
6514	pumilioR	1.3.1
6515	PurBayes	1.3
6516	purge	0.2.1
6517	purging	1.0.0
6518	purrr	0.3.5
6519	pushbar	0.1.0
6520	pushoverr	1.0.0
6521	PVAClone	0.1-6
6522	pvar	2.2.5
6523	pvclass	1.4
6524	pvclust	2.2-0
6525	PVR	0.3
6526	pvsR	0.3
6527	PWD	1
6528	PWEALL	1.3.0
6529	pwr	1.3-0
6530	pwr2	1
6531	pwrAB	0.1.0
6532	pwrRasch	0.1-2
6533	pwt	7.1-1
6534	pwt8	8.1-1
6535	pwt9	9.1-0
6536	pxweb	0.9.1
6537	pycno	1.2
6538	pyramid	1.5
6539	pysd2r	0.1.0
6540	qap	0.1-2
6541	qat	0.74
6542	qboxplot	0.2
6543	QCA	3.1
6544	QCAfalsePositive	1.1.1
6545	QCApro	1.1-2
6546	QCAtools	0.2.3
6547	qcc	2.7
6548	qccrs	0.1.0
6549	QCEWAS	1.2-2
6550	QCGWAS	1.0-8
6551	qcQpcr	1.5
6552	QCSimulator	0.0.1
6553	QCSIS	0.1
6554	qcv	1
6555	qdap	2.4.3
6556	qdapDictionaries	1.0.7
6557	qdapRegex	0.7.2
6558	qdapTools	1.3.5
6559	QDComparison	3
6560	qdm	0.1-0
6561	QFASA	1.0.3
6562	QFRM	1.0.1
6563	qGaussian	0.1.8
6564	qgraph	1.9.2
6565	qha	0.0.8
6566	QHOT	0.1.0
6567	qicharts	0.5.5
6568	qif	1.5
6569	qkerntool	1.19
6570	qlcMatrix	0.9.7
6571	qLearn	1
6572	QLearning	0.1.1
6573	qmap	1.0-4
6574	qmrparser	0.1.5
6575	qoma.smuggler	0.0.1
6576	qpcR	1.4-1
6577	qpdf	1.1
6578	qpgraph	2.28.2
6579	qqconf	1.3.0
6580	qqman	0.1.4
6581	QQperm	1.0.1
6582	qqplotr	0.0.4
6583	qqvases	1.0.0
6584	QRAGadget	0.1.0
6585	qrage	1
6586	QRank	1
6587	qrcode	0.1.1
6588	QRegVCM	1.2
6589	qrencoder	0.1.0
6590	qrjoint	2.0-3
6591	qrmix	0.9.0
6592	qrng	0.0-8
6593	qs	0.23.4
6594	QSARdata	1.3
6595	qsort	0.2.3
6596	qte	1.3.0
6597	qtl	1.52
6598	qtlbook	0.18-8
6599	qtlc	1
6600	qtlDesign	0.941
6601	qtlhot	1.0.4
6602	qtlmt	0.1-6
6603	QTOCen	0.1.1
6604	QuACN	1.8.0
6605	quad	1
6606	quadmatrix	0.1.0
6607	quadmesh	0.4.5
6608	quadprog	1.5-8
6609	qualCI	0.1
6610	QualInt	1.0.0
6611	qualityTools	1.55
6612	qualpalr	0.4.3
6613	qualV	0.3-3
6614	qualvar	0.2.0
6615	Quandl	2.10.0
6616	quantable	0.3.6
6617	quanteda	2.1.2
6618	quantification	0.2.0
6619	QuantifQuantile	2.2
6620	quantileDA	1.1
6621	QuantileGradeR	0.1.1
6622	quantmod	0.4.20
6623	QuantNorm	1.0.5
6624	quantoptr	0.1.3
6625	QuantPsyc	1.5
6626	quantreg	5.94
6627	quantreg.nonpar	1
6628	quantregForest	1.3-7
6629	quantregGrowth	0.4-3
6630	quantregRanger	1
6631	QuantumClone	1.0.0.6
6632	quarrint	1.0.0
6633	QuasiSeq	1.0-10-2
6634	QuClu	0.1.0
6635	questionr	0.7.7
6636	quhomology	1.1.1
6637	quickblock	0.2.0
6638	quickmapr	0.3.0
6639	quickmatch	0.2.1
6640	quickPlot	0.1.6
6641	quickReg	1.5.0
6642	quickregression	0.2
6643	quiddich	1.0.0
6644	quietR	0.1.0
6645	quokar	0.1.0
6646	quotedargs	0.1.3
6647	quRan	0.1.0
6648	qusage	2.28.0
6649	qvalue	2.26.0
6650	qvcalc	1.0.2
6651	r.blip	1.1
6652	R.cache	0.16.0
6653	R.devices	2.16.1
6654	R.filesets	2.14.0
6655	R.huge	0.9.0
6656	R.matlab	3.7.0
6657	R.methodsS3	1.8.2
6658	R.oo	1.25.0
6659	R.rsp	0.44.0
6660	R.temis	0.1.2
6661	R.utils	2.12.1
6662	R0	1.2-6
6663	R1magic	0.3.2
6664	R2admb	0.7.16.2
6665	R2BayesX	1.1-1
6666	r2d2	1.0-0
6667	r2d3	0.2.3
6668	R2DGC	1.0.3
6669	r2dRue	1.0.4
6670	R2HTML	2.3.2
6671	R2jags	0.6-1
6672	R2ucare	1.0.0
6673	R2WinBUGS	2.1-21
6674	R330	1
6675	R4CouchDB	0.7.5
6676	r4lineups	0.1.1
6677	r511	0.1.1
6678	R6	2.5.1
6679	R6DS	1.2.0
6680	r6extended	0.1.2
6681	RAC	1.5
6682	RAD	0.3
6683	RADanalysis	0.5.5
6684	radar	1.0.0
6685	radarBoxplot	1.0.0
6686	radarchart	0.3.1
6687	RadData	1.0.0
6688	radiomics	0.1.3
6689	RadioSonde	1.4
6690	radir	1.0.4
6691	radix	0.6
6692	radmixture	0.0.1
6693	RadOnc	1.1.5
6694	RadTran	1
6695	RAdwords	0.1.18
6696	rafalib	1.0.0
6697	ragg	1.2.4
6698	RagGrid	0.2.0
6699	RAhrefs	0.1.4
6700	rai	1.0.0
6701	rainbow	3.7
6702	RainfallErosivityFactor	0.1.0
6703	rainfarmr	0.1
6704	rakeR	0.2.1
6705	rAltmetric	0.7.0
6706	RAM	1.2.1.7
6707	Ramble	0.1.1
6708	Rambo	1.1.1
6709	ramchoice	1.1
6710	ramcmc	0.1.0-1.1
6711	ramify	0.3.3
6712	ramlegacy	0.2.0
6713	RAMpath	0.4
6714	randaes	0.3
6715	randcorr	1
6716	randgeo	0.3.0
6717	RandMeta	0.1.0
6718	randNames	0.2.3
6719	randnet	0.2
6720	random	0.2.6
6721	RandomCoefficients	0.0.2
6722	randomcoloR	1.1.0.1
6723	RandomFields	3.3.8
6724	RandomFieldsUtils	0.5.3
6725	randomForest	4.7-1.1
6726	randomForestSRC	2.9.3
6727	randomGLM	1.02-1
6728	randomizationInference	1.0.3
6729	randomizeBE	0.3-5
6730	randomizeR	2.0.0
6731	randomNames	1.4-0.0
6732	randomsearch	0.2.0
6733	randomUniformForest	1.1.5
6734	randtests	1
6735	randtoolbox	1.30.1
6736	RandVar	1.2.1
6737	ranger	0.14.1
6738	RanglaPunjab	2.3.4
6739	RankAggreg	0.6.6
6740	rankdist	1.1.4
6741	rankhazard	1.1.0
6742	RankProd	3.20.0
6743	RankResponse	3.1.1
6744	RANKS	1
6745	RANN	2.6.1
6746	RAP	1.1
6747	rapbase	1.10.0
6748	RApiDatetime	0.0.4
6749	rapidjsonr	1.2.0
6750	RapidPolygonLookup	0.1.1
6751	RAPIDR	0.1.1
6752	rapidxmlr	0.1.0
6753	RApiSerialize	0.1.0
6754	rappdirs	0.3.3
6755	rapport	1
6756	rapportools	1
6757	RaProR	1.1-5
6758	rare	0.1.1
6759	rareGE	0.1
6760	rareNMtests	1.1
6761	Rarity	1.3-6
6762	rARPACK	0.11-0
6763	RaschSampler	0.8-8
6764	rasclass	0.2.2
6765	rase	0.3-3
6766	raster	3.6-3
6767	rasterImage	0.4.0
6768	rasterize	0.1
6769	rasterKernelEstimates	1.0.1
6770	rasterList	0.5.8
6771	rasterVis	0.49
6772	ratelimitr	0.4.1
6773	rateratio.test	1.0-2
6774	raters	2.0.1
6775	ratesci	0.3-0
6776	RatingScaleReduction	1.2.2
6777	RationalExp	0.2.2
6778	rationalfun	0.1-0
6779	ratios	1.2.0
6780	rattle	5.4.0
6781	rattle.data	1.0.2
6782	rAverage	0.5-8
6783	rAvis	0.1.4
6784	raw	0.1.6
6785	raws.profile	0.1.0
6786	rbart	1
6787	rBayesianOptimization	1.1.0
6788	rbefdata	0.3.5
6789	rbenchmark	1.0.0
6790	Rbent	0.1.0
6791	rBeta2009	1
6792	RBGL	1.70.0
6793	Rbgs	0.2
6794	rbibutils	2.2.9
6795	rbison	1.0.0
6796	rbit	1.0.0
6797	Rbitcoin	0.9.2
6798	rbitcoinchartsapi	1.0.4
6799	RBitmoji	0.0.2
6800	Rblpapi	0.3.10
6801	RBMRB	2.1.7
6802	rbokeh	0.5.1
6803	Rborist	0.3-2
6804	rbounds	2.1
6805	RBPcurve	1.2
6806	rbtc	0.1-6
6807	rbtt	0.1.0
6808	rbundler	0.3.7
6809	rbvs	1.0.2
6810	RCA	2
6811	RCALI	0.3.1
6812	rcane	1
6813	rcanvec	0.2.1
6814	Rcapture	1.4-3
6815	RCarb	0.1.4
6816	rcartocolor	2.0.0
6817	RCassandra	0.1-3
6818	rCBA	0.4.3
6819	rcbalance	1.8.5
6820	rcbsubset	1.1.4
6821	rcc	1.0.0
6822	rccdates	1.0.0
6823	rccmisc	0.3.7
6824	rcdd	1.2-2
6825	rcdk	3.5.0
6826	rcdklibs	2.3
6827	RCEIM	0.3
6828	RcellData	1.3-2
6829	RcextTools	0.1.1
6830	Rcgmin	2013-2.21
6831	rchess	0.1
6832	rchie	1.0.2
6833	rChoiceDialogs	1.0.6
6834	RChronoModel	0.4
6835	RCircos	1.2.1
6836	rcitoid	0.1.0
6837	rClinicalCodes	1.0.1
6838	rclipboard	0.1.2
6839	RClone	1.0.2
6840	rCMA	1.1
6841	rcmdcheck	1.4.0
6842	Rcmdr	2.7-1
6843	RcmdrMisc	2.7-1
6844	RcmdrPlugin.aRnova	0.0.5
6845	RcmdrPlugin.coin	1.0-22
6846	RcmdrPlugin.DoE	0.12-3
6847	RcmdrPlugin.EACSPIR	0.2-2
6848	RcmdrPlugin.EBM	1.0-10
6849	RcmdrPlugin.EcoVirtual	1
6850	RcmdrPlugin.Export	0.3-1
6851	RcmdrPlugin.GWRM	1.0.2
6852	RcmdrPlugin.HH	1.1-47
6853	RcmdrPlugin.IPSUR	0.2-1.1
6854	RcmdrPlugin.lfstat	0.8.3
6855	RcmdrPlugin.MA	0.0-2
6856	RcmdrPlugin.MPAStats	1.2.2
6857	RcmdrPlugin.orloca	4.7
6858	RcmdrPlugin.plotByGroup	0.1-0
6859	RcmdrPlugin.pointG	0.6.6
6860	RcmdrPlugin.RiskDemo	2
6861	RcmdrPlugin.RMTCJags	1.0-2
6862	RcmdrPlugin.ROC	1.0-18
6863	RcmdrPlugin.sampling	1.1
6864	RcmdrPlugin.SCDA	1.2.0
6865	RcmdrPlugin.SLC	0.2
6866	RcmdrPlugin.sos	0.3-0
